document	TTR
task_russ_6(2011)_tran_4.txt	0.850220264317181
task_russ_6(2011)_tran_5.txt	0.972972972972973
task_russ_6(2011)_tran.txt	0.837037037037037
task_russ_7(2011)_lexi_2.txt	0.891891891891892
task_russ_7(2011)_lexi_3.txt	0.755725190839695
task_russ_7(2011)_lexi.txt	0.935897435897436
task_russ_8(2011)_gram_2.txt	0.9375
task_russ_8(2011)_gram_3.txt	0.878378378378378
task_russ_8(2011)_gram.txt	0.823529411764706
task_russ_8(2011)_lexi.txt	0.723926380368098
task_trav_1(2010)_gram_2.txt	0.952380952380952
task_trav_1(2010)_gram_3.txt	0.726027397260274
task_trav_1(2010)_gram_4.txt	0.901960784313726
task_trav_1(2010)_gram.txt	0.931818181818182
task_trav_1(2010)_lexi.txt	0.909090909090909
task_trav_2(2010)_gram_2.txt	0.929577464788732
task_trav_2(2010)_gram_3.txt	0.8
task_trav_2(2010)_gram.txt	0.825396825396825
task_trav_2(2010)_lexi.txt	0.904761904761905
task_trav_3(2011)_gram_2.txt	0.807228915662651
task_trav_3(2011)_gram_3.txt	0.859375
task_trav_3(2011)_gram_4.txt	0.731182795698925
task_trav_3(2011)_gram_5.txt	0.9375
task_trav_3(2011)_gram_6.txt	0.911764705882353
task_trav_3(2011)_gram.txt	0.855421686746988
task_trav_4(2016)_gram_2.txt	0.827160493827161
task_trav_4(2016)_gram_3.txt	0.947368421052632
task_trav_4(2016)_gram_4.txt	0.895833333333333
task_trav_4(2016)_gram.txt	0.824074074074074
task_vost_1(1994)_gram_2.txt	0.666666666666667
task_vost_1(1994)_gram_3.txt	0.514285714285714
task_vost_1(1994)_gram_4.txt	0.714285714285714
task_vost_1(1994)_gram.txt	0.354166666666667
task_vost_1(2009)_gram_2.txt	0.704545454545455
task_vost_1(2009)_gram_3.txt	0.651162790697674
task_vost_1(2009)_gram_4.txt	0.723404255319149
task_vost_1(2009)_gram_5.txt	0.95
task_vost_1(2009)_gram.txt	0.571428571428571
task_vost_1(2011)_gram_2.txt	0.619047619047619
task_vost_1(2011)_gram_3.txt	0.472222222222222
task_vost_1(2011)_gram_4.txt	0.722222222222222
task_vost_1(2011)_gram_5.txt	0.614035087719298
task_vost_1(2011)_gram_6.txt	0.483870967741935
task_vost_1(2011)_gram_7.txt	0.724137931034483
task_vost_1(2011)_gram_8.txt	0.507936507936508
task_vost_1(2011)_gram_9.txt	0.463917525773196
task_vost_1(2011)_gram.txt	0.543478260869565
task_vost_1(2011)_lexi.txt	0.686274509803922
task_vost_2(1996)_gram_2.txt	0.957446808510638
task_vost_2(1996)_gram_3.txt	0.941176470588235
task_vost_2(1996)_gram_4.txt	0.925
task_vost_2(1996)_gram.txt	0.883720930232558
task_vost_2(1996)_lexi_2.txt	0.869565217391304
task_vost_2(1996)_lexi.txt	1
task_vost_2(2010)_gram_2.txt	0.745762711864407
task_vost_2(2010)_gram_3.txt	0.928571428571429
task_vost_2(2010)_gram_4.txt	0.71875
task_vost_2(2010)_gram_5.txt	0.752941176470588
task_vost_2(2010)_gram_6.txt	0.602649006622517
task_vost_2(2010)_gram.txt	0.914893617021277
task_vost_2(2010)_lexi.txt	0.824324324324324
task_vost_3(1996)_gram_2.txt	0.771428571428571
task_vost_3(1996)_gram_3.txt	0.891304347826087
task_vost_3(1996)_gram_4.txt	0.875
task_vost_3(1996)_gram_5.txt	0.548780487804878
task_vost_3(1996)_gram.txt	0.75
task_vost_3(1996)_lexi_2.txt	0.942857142857143
task_vost_3(1996)_lexi_3.txt	0.833333333333333
task_vost_3(1996)_lexi.txt	0.71830985915493
task_vost_3(2009.9)_gram_2.txt	0.828571428571429
task_vost_3(2009.9)_gram_3.txt	0.782122905027933
task_vost_3(2009.9)_gram_4.txt	0.529411764705882
task_vost_3(2009.9)_gram.txt	0.658536585365854
task_vost_3(2009.9)_lexi_2.txt	0.82
task_vost_3(2009.9)_lexi.txt	0.872340425531915
task_vost_4(1996)_gram_2.txt	0.8
task_vost_4(1996)_gram_3.txt	0.854838709677419
task_vost_4(1996)_gram.txt	0.796875
task_vost_4(1996)_lexi_2.txt	0.826923076923077
task_vost_4(1996)_lexi_3.txt	0.791044776119403
task_vost_4(1996)_lexi.txt	0.927272727272727
task_vost_4(2010)_gram_2.txt	0.818181818181818
task_vost_4(2010)_gram_3.txt	0.880952380952381
task_vost_4(2010)_gram_4.txt	0.788732394366197
task_vost_4(2010)_gram_5.txt	0.883720930232558
task_vost_4(2010)_gram_6.txt	0.973333333333333
task_vost_4(2010)_gram.txt	0.685082872928177
task_vost_4(2010)_lexi.txt	0.94392523364486
task_vost_4(2010)_tran.txt	0.795698924731183
task_vost_5(1996)_gram_2.txt	0.820754716981132
task_vost_5(1996)_gram.txt	0.9
task_vost_5(1996)_leSt_2.txt	0.845070422535211
task_vost_5(1996)_leSt.txt	0.896551724137931
task_vost_5(1996)_lexi.txt	0.981481481481482
task_vost_5(2011)_gram_2.txt	0.700854700854701
task_vost_5(2011)_gram_3.txt	0.860294117647059
task_vost_5(2011)_gram_4.txt	0.865853658536585
task_vost_5(2011)_gram.txt	0.844036697247706
task_vost_5(2011)_lexi_2.txt	0.83495145631068
task_vost_5(2011)_lexi_3.txt	0.798165137614679
task_vost_5(2011)_lexi_4.txt	0.754838709677419
task_vost_5(2011)_lexi_5.txt	0.884615384615385
task_vost_5(2011)_lexi.txt	0.849056603773585
task_vost_6(1997)_leSt_2.txt	0.844660194174757
task_vost_6(1997)_leSt_3.txt	0.836734693877551
task_vost_6(1997)_leSt_4.txt	0.8375
task_vost_6(1997)_leSt_5.txt	0.895522388059702
task_vost_6(1997)_leSt_6.txt	0.918918918918919
task_vost_6(1997)_leSt.txt	0.898305084745763
task_vost_6(1997)_lexi.txt	0.893617021276596
task_vost_6(2012)_leSt_2.txt	0.96078431372549
task_vost_6(2012)_leSt_3.txt	0.921875
task_vost_6(2012)_leSt_4.txt	0.971830985915493
task_vost_6(2012)_leSt.txt	0.907692307692308
task_vost_7(1996)_leSe_2.txt	0.876190476190476
task_vost_7(1996)_leSe_3.txt	0.849462365591398
task_vost_7(1996)_leSe_4.txt	0.774193548387097
task_vost_7(1996)_leSe_5.txt	0.883720930232558
task_vost_7(1996)_leSe_6.txt	0.945454545454545
task_vost_7(1996)_leSe_7.txt	0.810457516339869
task_vost_7(1996)_leSe_8.txt	0.75
task_vost_7(1996)_leSe.txt	0.780701754385965
task_vost_7(1996)_leSt.txt	0.884615384615385
task_vost_7(2013)_gram_2.txt	0.855072463768116
task_vost_7(2013)_gram.txt	0.87037037037037
task_vost_7(2013)_leSt_2.txt	0.703389830508475
task_vost_7(2013)_leSt_3.txt	0.898550724637681
task_vost_7(2013)_leSt.txt	0.78125
task_vost_7(2013)_lexi_2.txt	0.845238095238095
task_vost_7(2013)_lexi_3.txt	0.946428571428571
task_vost_7(2013)_lexi.txt	0.829787234042553
task_vost_8(1997)_gram.txt	0.813559322033898
task_vost_8(1997)_leSe_2.txt	0.954545454545455
task_vost_8(1997)_leSe_3.txt	0.894736842105263
task_vost_8(1997)_leSe_4.txt	0.92156862745098
task_vost_8(1997)_leSe.txt	0.876106194690266
task_vost_8(1997)_woFo_2.txt	0.904255319148936
task_vost_8(1997)_woFo_3.txt	0.966101694915254
task_vost_8(1997)_woFo.txt	0.859504132231405
task_vost_8(2014)_gram.txt	0.896103896103896
task_vost_8(2014)_leSe.txt	0.824175824175824
task_vost_8(2014)_leSt.txt	0.8
task_vost_8(2014)_lexi_2.txt	0.882352941176471
task_vost_8(2014)_lexi_3.txt	0.890909090909091
task_vost_8(2014)_lexi_4.txt	0.757894736842105
task_vost_8(2014)_lexi.txt	0.934210526315789
task_vost_8(2014)_styl.txt	0.774774774774775
