document	D
read_vost_1(2009).txt	0.0180790960451977
read_vost_2(1996)_2.txt	0.00733889178391523
read_vost_2(1996)_3.txt	0.00555960412797668
read_vost_2(1996)_4.txt	0.00706162962128255
read_vost_2(1996)_5.txt	0.00984924623115578
read_vost_2(1996).txt	0.00896581075329834
read_vost_2(2010)_2.txt	0.0102030405060708
read_vost_2(2010).txt	0.00544162160323777
read_vost_3(1996)_2.txt	0.0107732016608686
read_vost_3(1996)_3.txt	0.00685563612392881
read_vost_3(1996)_4.txt	0.00856341673856773
read_vost_3(1996)_5.txt	0.00499325236167341
read_vost_3(1996)_6.txt	0.00535331905781585
read_vost_3(1996)_7.txt	0.00614411435888126
read_vost_3(1996)_8.txt	0.00459691943426405
read_vost_3(1996).txt	0.00478281231705889
read_vost_3(2009.9)_2.txt	0.00531121722375806
read_vost_3(2009.9)_3.txt	0.00878982891225867
read_vost_3(2009.9)_4.txt	0.00422693266832918
read_vost_3(2009.9)_5.txt	0.00720618356332322
read_vost_3(2009.9)_6.txt	0.00547904219610483
read_vost_3(2009.9).txt	0.0078125
read_vost_4(1996)_2.txt	0.0060169176971615
read_vost_4(1996)_3.txt	0.00717151043798608
read_vost_4(1996)_4.txt	0.0114816037562819
read_vost_4(1996)_5.txt	0.00525503526148196
read_vost_4(1996)_6.txt	0.0053714275722791
read_vost_4(1996).txt	0.00446428571428571
read_vost_4(2010)_2.txt	0.00413675805010234
read_vost_4(2010)_3.txt	0.00506325784476183
read_vost_4(2010)_4.txt	0.00494887732241818
read_vost_4(2010)_5.txt	0.00674083038087879
read_vost_4(2010)_6.txt	0.00816580956833411
read_vost_4(2010)_7.txt	0.00648475867390053
read_vost_4(2010)_8.txt	0.00508072903346802
read_vost_4(2010).txt	0.005655397762976
read_vost_5(1996)_2.txt	0.00308861962461392
read_vost_5(1996)_3.txt	0.00749625187406297
read_vost_5(1996)_4.txt	0.00713281437536436
read_vost_5(1996)_5.txt	0.00825341470502761
read_vost_5(1996).txt	0.00492994291645044
read_vost_5(2011)_2.txt	0.00601502677782863
read_vost_5(2011)_3.txt	0.00537163923437849
read_vost_5(2011)_4.txt	0.00711468019160327
read_vost_5(2011)_5.txt	0.00444153536864744
read_vost_5(2011)_6.txt	0.0060901001112347
read_vost_5(2011)_7.txt	0.00466336345088895
read_vost_5(2011)_8.txt	0.0067682811273249
read_vost_5(2011)_9.txt	0.00352448256639873
read_vost_5(2011).txt	0.0053516457494672
read_vost_6(1997)_2.txt	0.00451749327181853
read_vost_6(1997)_3.txt	0.00749105966497271
read_vost_6(1997).txt	0.0190415741034592
read_vost_6(2012)_2.txt	0.0072473073852184
read_vost_6(2012)_3.txt	0.00583471991125901
read_vost_6(2012)_4.txt	0.00602778506731557
read_vost_6(2012)_5.txt	0.00552541691782198
read_vost_6(2012)_6.txt	0.00541951023685267
read_vost_6(2012).txt	0.00493058953033268
read_vost_7(1996)_10.txt	0.00360691939639308
read_vost_7(1996)_2.txt	0.0055834114339269
read_vost_7(1996)_3.txt	0.00989017307802886
read_vost_7(1996)_4.txt	0.00495356037151703
read_vost_7(1996)_5.txt	0.00478884199814432
read_vost_7(1996)_6.txt	0.00516770349889734
read_vost_7(1996)_7.txt	0.00595100085014298
read_vost_7(1996)_8.txt	0.00482566116288972
read_vost_7(1996)_9.txt	0.00462385071567689
read_vost_7(1996).txt	0.00505334526704316
read_vost_7(2013)_2.txt	0.00393100396656079
read_vost_7(2013)_3.txt	0.00532099766637427
read_vost_7(2013)_4.txt	0.00632853792572369
read_vost_7(2013).txt	0.00416041056749306
read_vost_8(1997)_2.txt	0.00555424647389504
read_vost_8(1997)_3.txt	0.00425220915553784
read_vost_8(1997)_4.txt	0.0039813265428393
read_vost_8(1997)_5.txt	0.00385927066642559
read_vost_8(1997)_6.txt	0.00498776077723446
read_vost_8(1997).txt	0.00422845227062095
read_vost_8(2014)_2.txt	0.00543807266496342
read_vost_8(2014)_3.txt	0.00638700838168923
read_vost_8(2014)_4.txt	0.00545354841559443
read_vost_8(2014)_5.txt	0.00508067018305926
read_vost_8(2014)_6.txt	0.00451929216558253
read_vost_8(2014)_7.txt	0.00304483026690853
read_vost_8(2014)_8.txt	0.00341888924898552
read_vost_8(2014).txt	0.00531147339657978
task_basi_(1980)_gram_2.txt	0.0278745644599303
task_basi_(1980)_gram_3.txt	0.0115942028985507
task_basi_(1980)_gram_4.txt	0.021843761569789
task_basi_(1980)_gram_5.txt	0.0126849894291755
task_basi_(1980)_gram_6.txt	0.0104529616724739
task_basi_(1980)_gram.txt	0.0129032258064516
task_basi_(1980)_synt.txt	0.0454545454545455
task_basi_II(1980)_gram_2.txt	0.010268857356236
task_basi_II(1980)_gram_3.txt	0.00229885057471264
task_basi_II(1980)_gram_4.txt	0.00459770114942529
task_basi_II(1980)_gram_5.txt	0.0469858156028369
task_basi_II(1980)_gram_6.txt	0.0232558139534884
task_basi_II(1980)_gram_7.txt	0.0108108108108108
task_basi_II(1980)_gram.txt	0.01256038647343
task_basi_II(1980)_lexi.txt	0.00316598824061511
task_basi_II(1980)_synt.txt	0.00707070707070707
task_basi_III(1981)_gram_2.txt	0.00532800532800533
task_basi_III(1981)_gram_3.txt	0.00599700149925037
task_basi_III(1981)_gram_4.txt	0.00383631713554987
task_basi_III(1981)_gram_5.txt	0.0215924426450742
task_basi_III(1981)_gram_6.txt	0.00509745127436282
task_basi_III(1981)_gram_7.txt	0.00279524807826695
task_basi_III(1981)_gram.txt	0.00699300699300699
task_basi_III(1981)_leSe_2.txt	0.00574712643678161
task_basi_III(1981)_leSe_3.txt	0.00144230769230769
task_basi_III(1981)_leSe.txt	0.00665456745311555
task_basi_IV(1981)_lexi_2.txt	0.00383631713554987
task_basi_IV(1981)_lexi_3.txt	0.00271370420624152
task_basi_IV(1981)_lexi.txt	0.00491803278688525
task_basi_IV(1981)_phra.txt	0.00350877192982456
task_russ_(2010)_gram_2.txt	0.0129032258064516
task_russ_(2010)_gram_3.txt	0.00765900765900766
task_russ_(2010)_gram_4.txt	0.00273410799726589
task_russ_(2010)_gram.txt	0.00511894007828967
task_russ_(2010)_lexi_2.txt	0.00198412698412698
task_russ_(2010)_lexi_3.txt	0.00248015873015873
task_russ_(2010)_lexi.txt	0.00145137880986938
task_russ_1(2008)_gram.txt	0.025974025974026
task_russ_1(2009)_gram_2.txt	0.0108892921960073
task_russ_1(2009)_gram_3.txt	0.0120218579234973
task_russ_1(2009)_gram.txt	0.00972862263184844
task_russ_1(2015)_gram_2.txt	0.0526315789473684
task_russ_1(2015)_gram_3.txt	0.0015015015015015
task_russ_1(2015)_gram.txt	0.0158562367864693
task_russ_2(2008)_gram.txt	0.00421052631578947
task_russ_2(2009)_gram_2.txt	0.0140845070422535
task_russ_2(2009)_gram_3.txt	0.00471380471380471
task_russ_2(2009)_gram.txt	0.0249918857513794
task_russ_2(2009)_lexi.txt	0.00709219858156028
task_russ_2(2016)_gram_2.txt	0.0154905335628227
task_russ_2(2016)_gram_3.txt	0.0177717019822283
task_russ_2(2016)_gram.txt	0.0127091377091377
task_russ_3(2009)_gram_2.txt	0.00724094881398252
task_russ_3(2009)_gram_3.txt	0.0050125313283208
task_russ_3(2009)_gram_4.txt	0.00852514919011083
task_russ_3(2009)_gram_5.txt	0.00512032770097286
task_russ_3(2009)_gram_6.txt	0.00169491525423729
task_russ_3(2009)_gram_7.txt	0.00698812019566736
task_russ_3(2009)_gram.txt	0.00310077519379845
task_russ_3(2009)_lexi.txt	0.0112781954887218
task_russ_3(2018)_gram_2.txt	0.00170502983802217
task_russ_3(2018)_gram_3.txt	0.00581702802749868
task_russ_3(2018)_gram_4.txt	0.00452488687782805
task_russ_3(2018)_gram_5.txt	0.00430004777830865
task_russ_3(2018)_gram.txt	0.00596760443307758
task_russ_4(2009)_gram_2.txt	0.0071301247771836
task_russ_4(2009)_gram_3.txt	0.00418569254185693
task_russ_4(2009)_gram_4.txt	0.00307587149692413
task_russ_4(2009)_gram.txt	0.0130755064456722
task_russ_4(2009)_lexi_2.txt	0.00995024875621891
task_russ_4(2009)_lexi.txt	0.00822803408756979
task_russ_4(2010)_gram_2.txt	0.0103092783505155
task_russ_4(2010)_gram_3.txt	0.00183066361556064
task_russ_4(2010)_gram_4.txt	0.00252844500632111
task_russ_4(2010)_gram_5.txt	0.00963969658659924
task_russ_4(2010)_gram.txt	0.00574257425742574
task_russ_4(2010)_lexi_2.txt	0.0164576802507837
task_russ_4(2010)_lexi.txt	0.0532233883058471
task_russ_5(2010)_gram.txt	0.00191518467852257
task_russ_5(2010)_lexi_2.txt	0.00472508591065292
task_russ_5(2010)_lexi_3.txt	0.00638406537282942
task_russ_5(2010)_lexi_4.txt	0.00504993827853215
task_russ_5(2010)_lexi.txt	0.00584126984126984
task_russ_6(2011)_gram_2.txt	0.0024390243902439
task_russ_6(2011)_gram.txt	0.00919540229885057
task_russ_6(2011)_leSe.txt	0.00563027838598686
task_russ_6(2011)_lexi_2.txt	0.00633608815426997
task_russ_6(2011)_lexi_3.txt	0.00697986577181208
task_russ_6(2011)_lexi.txt	0.00489861016176806
task_russ_6(2011)_phra_2.txt	0.00401606425702811
task_russ_6(2011)_phra.txt	0.00404040404040404
task_russ_6(2011)_tran_2.txt	0.00749746707193516
task_russ_6(2011)_tran_3.txt	0.00384615384615385
task_russ_6(2011)_tran_4.txt	0.00374254415032552
task_russ_6(2011)_tran_5.txt	0.0015015015015015
task_russ_6(2011)_tran.txt	0.00364842454394693
task_russ_7(2011)_lexi_2.txt	0.00333209922251018
task_russ_7(2011)_lexi_3.txt	0.00916030534351145
task_russ_7(2011)_lexi.txt	0.001998001998002
task_russ_8(2011)_gram_2.txt	0.00153508771929825
task_russ_8(2011)_gram_3.txt	0.00592373195112921
task_russ_8(2011)_gram.txt	0.0100965759438104
task_russ_8(2011)_lexi.txt	0.0114367946678785
task_trav_1(2010)_gram_2.txt	0.00476190476190476
task_trav_1(2010)_gram_3.txt	0.0266362252663623
task_trav_1(2010)_gram_4.txt	0.00392156862745098
task_trav_1(2010)_gram.txt	0.00422832980972516
task_trav_1(2010)_lexi.txt	0.00528541226215645
task_trav_2(2010)_gram_2.txt	0.00201207243460765
task_trav_2(2010)_gram_3.txt	0.00792792792792793
task_trav_2(2010)_gram.txt	0.00819252432155658
task_trav_2(2010)_lexi.txt	0.0142857142857143
task_trav_3(2011)_gram_2.txt	0.0217455186600059
task_trav_3(2011)_gram_3.txt	0.00545634920634921
task_trav_3(2011)_gram_4.txt	0.0121552127162225
task_trav_3(2011)_gram_5.txt	0.00265957446808511
task_trav_3(2011)_gram_6.txt	0.00395083406496927
task_trav_3(2011)_gram.txt	0.00617102556567734
task_trav_4(2016)_gram_2.txt	0.0117283950617284
task_trav_4(2016)_gram_3.txt	0.00284495021337127
task_trav_4(2016)_gram_4.txt	0.00285087719298246
task_trav_4(2016)_gram.txt	0.00848044305988231
task_vost_1(1994)_gram_2.txt	0.105072463768116
task_vost_1(1994)_gram_3.txt	0.205042016806723
task_vost_1(1994)_gram_4.txt	0.0423280423280423
task_vost_1(1994)_gram.txt	0.125886524822695
task_vost_1(2009)_gram_2.txt	0.0306553911205074
task_vost_1(2009)_gram_3.txt	0.0169630642954856
task_vost_1(2009)_gram_4.txt	0.0185013876040703
task_vost_1(2009)_gram_5.txt	0.00526315789473684
task_vost_1(2009)_gram.txt	0.10989010989011
task_vost_1(2011)_gram_2.txt	0.028673835125448
task_vost_1(2011)_gram_3.txt	0.0428571428571429
task_vost_1(2011)_gram_4.txt	0.0392156862745098
task_vost_1(2011)_gram_5.txt	0.0545112781954887
task_vost_1(2011)_gram_6.txt	0.0449497620306716
task_vost_1(2011)_gram_7.txt	0.0157289776164549
task_vost_1(2011)_gram_8.txt	0.0614439324116743
task_vost_1(2011)_gram_9.txt	0.0526202749140893
task_vost_1(2011)_gram.txt	0.0763285024154589
task_vost_1(2011)_lexi.txt	0.0313725490196078
task_vost_2(1996)_gram_2.txt	0.00185013876040703
task_vost_2(1996)_gram_3.txt	0.0035650623885918
task_vost_2(1996)_gram_4.txt	0.00512820512820513
task_vost_2(1996)_gram.txt	0.00553709856035437
task_vost_2(1996)_lexi_2.txt	0.0154589371980676
task_vost_2(1996)_lexi.txt	0
task_vost_2(2010)_gram_2.txt	0.0192869666861484
task_vost_2(2010)_gram_3.txt	0.0025974025974026
task_vost_2(2010)_gram_4.txt	0.0109126984126984
task_vost_2(2010)_gram_5.txt	0.00868347338935574
task_vost_2(2010)_gram_6.txt	0.0148344370860927
task_vost_2(2010)_gram.txt	0.00462534690101758
task_vost_2(2010)_lexi.txt	0.00666419844502036
task_vost_3(1996)_gram_2.txt	0.0082815734989648
task_vost_3(1996)_gram_3.txt	0.00579710144927536
task_vost_3(1996)_gram_4.txt	0.00641025641025641
task_vost_3(1996)_gram_5.txt	0.0301114122252334
task_vost_3(1996)_gram.txt	0.0141843971631206
task_vost_3(1996)_lexi_2.txt	0.00336134453781513
task_vost_3(1996)_lexi_3.txt	0.00709219858156028
task_vost_3(1996)_lexi.txt	0.0201207243460765
task_vost_3(2009.9)_gram_2.txt	0.00579710144927536
task_vost_3(2009.9)_gram_3.txt	0.0038917833155483
task_vost_3(2009.9)_gram_4.txt	0.0392156862745098
task_vost_3(2009.9)_gram.txt	0.0195121951219512
task_vost_3(2009.9)_lexi_2.txt	0.00545454545454545
task_vost_3(2009.9)_lexi.txt	0.00647548566142461
task_vost_4(1996)_gram_2.txt	0.0141414141414141
task_vost_4(1996)_gram_3.txt	0.00475938656795346
task_vost_4(1996)_gram.txt	0.0104166666666667
task_vost_4(1996)_lexi_2.txt	0.00354742345033607
task_vost_4(1996)_lexi_3.txt	0.0162822252374491
task_vost_4(1996)_lexi.txt	0.00471380471380471
task_vost_4(2010)_gram_2.txt	0.0107744107744108
task_vost_4(2010)_gram_3.txt	0.00696864111498258
task_vost_4(2010)_gram_4.txt	0.0096579476861167
task_vost_4(2010)_gram_5.txt	0.00766073871409029
task_vost_4(2010)_gram_6.txt	0.000720720720720721
task_vost_4(2010)_gram.txt	0.00773480662983425
task_vost_4(2010)_lexi.txt	0.00176335743255158
task_vost_4(2010)_tran.txt	0.00794763908368396
task_vost_5(1996)_gram_2.txt	0.00521114106019766
task_vost_5(1996)_gram.txt	0.00379746835443038
task_vost_5(1996)_leSt_2.txt	0.0128772635814889
task_vost_5(1996)_leSt.txt	0.00299850074962519
task_vost_5(1996)_lexi.txt	0.000698812019566737
task_vost_5(2011)_gram_2.txt	0.0185676392572944
task_vost_5(2011)_gram_3.txt	0.00446623093681917
task_vost_5(2011)_gram_4.txt	0.00542005420054201
task_vost_5(2011)_gram.txt	0.00696568127760788
task_vost_5(2011)_lexi_2.txt	0.00494955263658862
task_vost_5(2011)_lexi_3.txt	0.00509683995922528
task_vost_5(2011)_lexi_4.txt	0.0101382488479263
task_vost_5(2011)_lexi_5.txt	0.0052790346907994
task_vost_5(2011)_lexi.txt	0.00359389038634322
task_vost_6(1997)_leSt_2.txt	0.00513992004568818
task_vost_6(1997)_leSt_3.txt	0.0076530612244898
task_vost_6(1997)_leSt_4.txt	0.00569620253164557
task_vost_6(1997)_leSt_5.txt	0.00497512437810945
task_vost_6(1997)_leSt_6.txt	0.0045045045045045
task_vost_6(1997)_leSt.txt	0.00526008182349503
task_vost_6(1997)_lexi.txt	0.00555041628122109
task_vost_6(2012)_leSt_2.txt	0.00235294117647059
task_vost_6(2012)_leSt_3.txt	0.00297619047619048
task_vost_6(2012)_leSt_4.txt	0.000804828973843058
task_vost_6(2012)_leSt.txt	0.00336538461538462
task_vost_7(1996)_leSe_2.txt	0.0043956043956044
task_vost_7(1996)_leSe_3.txt	0.00584385226741468
task_vost_7(1996)_leSe_4.txt	0.0264142122487144
task_vost_7(1996)_leSe_5.txt	0.0027359781121751
task_vost_7(1996)_leSe_6.txt	0.00269360269360269
task_vost_7(1996)_leSe_7.txt	0.00825593395252838
task_vost_7(1996)_leSe_8.txt	0.00969193492557978
task_vost_7(1996)_leSe.txt	0.00776276975624903
task_vost_7(1996)_leSt.txt	0.0052790346907994
task_vost_7(2013)_gram_2.txt	0.00338516872950386
task_vost_7(2013)_gram.txt	0.00380754586362063
task_vost_7(2013)_leSt_2.txt	0.010864841373316
task_vost_7(2013)_leSt_3.txt	0.00383631713554987
task_vost_7(2013)_leSt.txt	0.00942460317460317
task_vost_7(2013)_lexi_2.txt	0.0065978198508319
task_vost_7(2013)_lexi_3.txt	0.0038961038961039
task_vost_7(2013)_lexi.txt	0.0138760407030527
task_vost_8(1997)_gram.txt	0.00449080110097059
task_vost_8(1997)_leSe_2.txt	0.00317124735729387
task_vost_8(1997)_leSe_3.txt	0.0043859649122807
task_vost_8(1997)_leSe_4.txt	0.0021355076684139
task_vost_8(1997)_leSe.txt	0.00379266750948167
task_vost_8(1997)_woFo_2.txt	0.00366048959048273
task_vost_8(1997)_woFo_3.txt	0.00116890707188778
task_vost_8(1997)_woFo.txt	0.00371900826446281
task_vost_8(2014)_gram.txt	0.0037593984962406
task_vost_8(2014)_leSe.txt	0.00659340659340659
task_vost_8(2014)_leSt.txt	0.0127946127946128
task_vost_8(2014)_lexi_2.txt	0.0050475635798874
task_vost_8(2014)_lexi_3.txt	0.00606060606060606
task_vost_8(2014)_lexi_4.txt	0.00963045912653975
task_vost_8(2014)_lexi.txt	0.00245614035087719
task_vost_8(2014)_styl.txt	0.00655200655200655
